RowNumber,CustomerId,Surname,credit_score,Geography,Gender,Age,loan_age_years,outstanding_loan_balance,num_bank_products,has_credit_card,online_banking_active,annual_income,churned,monthly_income,estimated_property_value,ltv_ratio,payment_to_income_ratio,risk_score,balance_per_product
9035,15772337,Lawrence,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,1,15071.855000000001,633017.91,0.24305081668226414,0.04253389291939622,0.17803904924413447,153855.52
9036,15807555,Chung,535,France,Male,45,2,0.0,2,1,0,125658.28,0,10471.523333333333,439803.98,0.0,0.0,0.22909090909090912,0.0
9037,15603378,Padovano,768,France,Female,36,3,141334.95,1,0,1,125870.5,0,10489.208333333334,440546.75,0.32081714369700837,0.056143000146976464,0.17272440678955908,141334.95
9038,15792862,Blinova,653,Germany,Male,41,1,104584.11,1,1,0,15126.32,1,1260.5266666666666,52942.119999999995,1.5,0.3457024246478985,0.6969834546670968,104584.11
9039,15657349,Carter,803,Germany,Female,50,8,98173.02,1,0,0,22457.25,1,1871.4375,78600.375,1.2490146516476544,0.21857756403833956,0.47445948288761636,98173.02
9040,15777614,Webb,545,Spain,Female,44,1,0.0,2,1,1,82614.89,0,6884.574166666666,289152.115,0.0,0.0,0.22181818181818183,0.0
9041,15653952,T'an,581,Germany,Female,38,3,135157.05,1,1,1,32919.42,0,2743.285,115217.97,1.1730552968430183,0.20528467694752822,0.6091383557735276,135157.05
9042,15724336,Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0,10518.653333333334,441783.44,0.38842847979996714,0.06797498396499425,0.38201194822039747,171601.27
9043,15689594,Su,731,France,Male,29,5,179539.2,1,0,0,112010.02,0,9334.168333333333,392035.07,0.4579671915576329,0.08014425852258575,0.24797888956952013,179539.2
9044,15801920,Christian,727,Germany,Male,39,5,80615.46,2,0,0,180962.32,0,15080.193333333335,633368.12,0.12728057736786627,0.022274101039376597,0.1343209489767183,40307.73
9045,15653347,Chiu,560,Spain,Male,47,1,0.0,1,0,0,128882.66,1,10740.221666666666,451089.31,0.0,0.0,0.2109090909090909,0.0
9046,15749951,Sacco,766,Germany,Male,27,5,126285.73,1,1,0,177614.17,1,14801.180833333334,621649.5950000001,0.20314616307278377,0.03555057853773717,0.13269993157406537,126285.73
9047,15648178,Lettiere,630,Germany,Female,23,4,137964.51,1,0,1,174570.55,0,14547.545833333332,610996.9249999999,0.22580229843218938,0.039515402225633135,0.23959531019734678,137964.51
9048,15738662,Daluchi,652,Germany,Male,41,9,159434.03,1,1,0,178373.93,0,14864.494166666665,624308.755,0.25537689280042214,0.044690956240073874,0.2340203547121488,159434.03
9049,15640855,T'ien,729,Germany,Male,40,5,113574.61,2,1,0,103396.08,0,8616.34,361886.28,0.3138406076074506,0.05492210633130386,0.19862881418162634,56787.305
9050,15584288,Hung,629,France,Female,33,6,0.0,2,1,1,59129.72,0,4927.4766666666665,206954.02000000002,0.0,0.0,0.16072727272727272,0.0
9051,15760988,Liu,667,Germany,Male,33,9,124573.33,2,0,0,683.37,0,56.9475,2391.795,1.5,2.0,1.1830909090909092,62286.665
9052,15569624,Feng,671,Germany,Female,31,6,105864.6,2,1,0,145567.34,0,12130.611666666666,509485.69,0.20778719025454867,0.03636275829454602,0.20342680274654656,52932.3
9053,15597949,Gilbert,768,Germany,Female,47,5,104552.61,1,1,0,48137.08,1,4011.4233333333336,168479.78,0.6205647348304942,0.10859882859533648,0.27838543266411286,104552.61
9054,15604551,Robb,732,France,Female,35,3,0.0,2,1,0,90876.95,0,7573.079166666666,318069.325,0.0,0.0,0.08581818181818182,0.0
9055,15617476,Manfrin,546,France,Female,30,5,0.0,2,0,1,198543.09,0,16545.2575,694900.815,0.0,0.0,0.22109090909090912,0.0
9056,15645323,Chinwenma,630,France,Male,55,2,0.0,1,1,1,106202.07,1,8850.1725,371707.245,0.0,0.0,0.16000000000000003,0.0
9057,15793311,Smith,765,Germany,Female,46,8,119492.88,2,0,1,166896.01,1,13908.000833333334,584136.035,0.20456344556794892,0.03579860297439106,0.1339267963808838,59746.44
9058,15764153,Rowe,704,France,Female,33,0,130499.09,2,1,1,74804.36,0,6233.696666666667,261815.26,0.49843958675288824,0.08722692768175545,0.28188177251221125,65249.545
9059,15802560,Moran,470,Spain,Female,48,6,140576.11,1,1,1,116971.05,0,9747.5875,409398.675,0.3433721665073781,0.06009012913879118,0.3974023250574872,140576.11
9060,15728608,Walker,688,Germany,Female,34,9,91025.58,2,0,1,163783.0,0,13648.583333333334,573240.5,0.15879125777051692,0.02778847010984046,0.17379210018228905,45512.79
9061,15770474,Myers,685,France,Female,33,1,0.0,3,0,1,70221.13,1,5851.760833333334,245773.95500000002,0.0,0.0,0.12,0.0
9062,15724444,Wall,567,France,Female,38,1,125877.65,2,1,1,107841.77,0,8986.814166666667,377446.195,0.3334982619178344,0.058362195835621015,0.32337631914421844,62938.825
9063,15753110,McKay,720,Spain,Male,64,3,45752.78,2,1,0,79623.28,1,6635.2733333333335,278681.48,0.1641758899802025,0.028730780746535435,0.15241745576347593,22876.39
9064,15711521,Egobudike,609,France,Male,39,3,121778.71,1,1,1,138399.67,0,11533.305833333334,484398.84500000003,0.2514017348658212,0.04399530360151871,0.26389183881292927,121778.71
9065,15632816,Williams,521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0,15230.428333333335,639677.99,0.20002027895316518,0.035003548816803905,0.309779875603718,127948.57
9066,15693637,Ochoa,556,France,Female,30,7,0.0,2,1,1,186648.19,0,15554.015833333333,653268.665,0.0,0.0,0.21381818181818182,0.0
9067,15725509,Otutodilinna,662,Germany,Male,30,5,115286.68,2,1,1,149587.92,0,12465.660000000002,523557.72000000003,0.22019860580033082,0.038534756015057896,0.21434728127188934,57643.34
9068,15684645,Ajuluchukwu,704,Germany,Male,41,9,62078.21,2,1,0,129050.67,0,10754.2225,451677.345,0.1374392820166794,0.024051874352918893,0.15462916509269767,31039.105
9069,15692235,Bellucci,750,France,Female,38,1,0.0,2,1,0,47764.99,0,3980.415833333333,167177.465,0.0,0.0,0.07272727272727274,0.0
9070,15777459,Gordon,619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1,14399.369166666665,604773.505,0.29003606895774975,0.05075631206760621,0.2702377143076068,87703.065
9071,15656937,Johnston,468,Spain,Male,26,1,131643.25,1,1,0,64436.16,0,5369.68,225526.56,0.583715062208194,0.10215013588643396,0.4835777412465702,131643.25
9072,15610643,De Luca,435,Germany,Male,44,3,151739.65,1,1,0,167461.5,0,13955.125,586115.25,0.25889046565500556,0.045305831489625976,0.3930770709615713,151739.65
9073,15777315,Hill,529,France,Male,43,6,93616.35,2,0,0,98348.66,0,8195.721666666666,344220.31,0.2719663752554287,0.047594115669700024,0.3293226927320841,46808.175
9074,15611058,Eluemuno,702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1,3461.3824999999997,145378.065,0.9533593668343295,0.1668378891960077,0.4436955404454648,69298.77
9075,15630413,Howarth,608,France,Female,41,5,0.0,2,1,1,72462.25,0,6038.520833333333,253617.875,0.0,0.0,0.17600000000000002,0.0
9076,15635942,Thomson,576,France,Male,40,9,0.0,2,1,0,112465.19,1,9372.099166666667,393628.16500000004,0.0,0.0,0.19927272727272727,0.0
9077,15648858,King,666,France,Female,27,1,85225.21,1,0,1,64511.44,0,5375.953333333334,225790.04,0.37745336331044543,0.06605433857932795,0.26687049238511384,85225.21
9078,15810732,Grant,730,France,Female,36,8,148749.29,2,1,0,91830.75,0,7652.5625,321407.625,0.4628057283955227,0.08099100246921648,0.25041174653214904,74374.645
9079,15705448,Gilbert,647,Germany,Male,52,7,130013.12,1,1,1,190806.36,1,15900.529999999999,667822.26,0.19468221978704334,0.03406938846273258,0.21626184611129645,130013.12
9080,15730488,Richmond,516,Spain,Female,27,1,0.0,1,0,1,112311.15,0,9359.262499999999,393089.02499999997,0.0,0.0,0.24290909090909094,0.0
9081,15620443,Fiorentino,711,France,Female,81,6,0.0,2,1,1,72276.24,0,6023.02,252966.84000000003,0.0,0.0,0.1010909090909091,0.0
9082,15741078,Greece,736,France,Male,54,7,111729.47,2,0,1,84920.49,0,7076.7075,297221.715,0.37591287702515275,0.06578475347940173,0.21541838006045727,55864.735
9083,15753161,Dickson,768,France,Female,36,5,180169.44,2,1,0,17348.56,0,1445.7133333333334,60719.96000000001,1.5,0.5192633855490023,0.6654153793010642,90084.72
9084,15711396,Henderson,427,Spain,Male,40,8,0.0,2,1,1,82870.75,0,6905.895833333333,290047.625,0.0,0.0,0.30763636363636365,0.0
9085,15593499,Stevens,686,Spain,Female,47,6,0.0,1,1,0,32080.69,1,2673.3908333333334,112282.415,0.0,0.0,0.11927272727272727,0.0
9086,15579189,Mitchell,690,France,Female,42,5,0.0,2,0,1,120512.08,0,10042.673333333334,421792.28,0.0,0.0,0.11636363636363636,0.0
9087,15743545,Nworie,647,Spain,Female,29,2,0.0,2,1,0,179032.68,0,14919.39,626614.38,0.0,0.0,0.14763636363636365,0.0
9088,15791316,Boni,714,France,Male,35,3,0.0,2,1,1,95623.28,0,7968.606666666667,334681.48,0.0,0.0,0.09890909090909092,0.0
9089,15608246,Wentcher,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1,9169.656666666668,385125.58,0.26981892503738647,0.047218311881542636,0.17802026198476964,103914.17
9090,15676526,Bentley,608,France,Female,34,4,88772.87,1,1,1,168822.01,0,14068.500833333334,590877.035,0.1502391610125785,0.026291853177201244,0.22895930425693395,88772.87
9091,15813911,Hayes-Williams,809,France,Female,39,5,0.0,1,1,0,77705.75,0,6475.479166666667,271970.125,0.0,0.0,0.029818181818181817,0.0
9092,15630195,Johnstone,745,France,Female,40,6,131184.67,1,1,1,49815.62,0,4151.301666666667,174354.67,0.7524012405288599,0.1316702170925505,0.34158507365005947,131184.67
9093,15736250,Johnstone,781,France,Male,38,2,117810.79,1,0,1,65632.33,1,5469.360833333333,229713.155,0.5128604411009896,0.08975057719267318,0.23096512366991703,117810.79
9094,15671334,Nixon,527,France,Male,31,4,0.0,1,1,0,169361.89,0,14113.490833333335,592766.615,0.0,0.0,0.23490909090909093,0.0
9095,15574169,Trevisano,595,Germany,Female,32,0,92466.21,1,1,0,4721.3,0,393.44166666666666,16524.55,1.5,0.9792452290682652,0.9292281141750249,92466.21
9096,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0,1997.9041666666665,83911.97499999999,1.2243919893435948,0.2142685981351291,0.4315981762436172,51370.575
9097,15762331,Moss,569,France,Male,37,9,178755.84,1,1,0,199929.17,0,16660.764166666668,699752.0950000001,0.25545595544090505,0.04470479220215839,0.2944118606565554,178755.84
9098,15606901,Graham,728,France,Male,43,7,0.0,2,1,0,40023.7,0,3335.308333333333,140082.94999999998,0.0,0.0,0.08872727272727274,0.0
9099,15713559,Onyemauchechukwu,473,Germany,Female,32,5,146602.25,2,1,1,72946.95,0,6078.912499999999,255314.32499999998,0.5742029946811641,0.10048552406920373,0.47658837380692853,73301.125
9100,15768881,Saunders,738,France,Male,29,2,0.0,2,1,1,170421.13,0,14201.760833333334,596473.9550000001,0.0,0.0,0.08145454545454546,0.0
9101,15743075,Ko,659,France,Male,35,6,0.0,2,1,1,58879.11,0,4906.5925,206076.885,0.0,0.0,0.13890909090909093,0.0
9102,15660980,Cairns,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0,2088.2541666666666,87706.675,1.319200277515936,0.23086004856528877,0.6490180978243674,57851.335
9103,15810942,Chiemela,445,Germany,Female,61,2,137655.31,1,0,1,29909.84,0,2492.4866666666667,104684.44,1.3149548299632685,0.23011709524357202,0.7580670321075067,137655.31
9104,15728362,Robertson,671,France,Female,29,3,0.0,2,1,0,158043.11,0,13170.259166666665,553150.885,0.0,0.0,0.13018181818181818,0.0
9105,15683339,P'eng,656,Spain,Female,34,6,59877.33,1,1,0,14032.62,1,1169.385,49114.170000000006,1.2191457170099789,0.21335050047674634,0.5708397743369267,59877.33
9106,15685476,Tseng,658,France,Male,31,5,100082.14,1,0,1,49809.88,0,4150.823333333333,174334.58,0.5740808277967573,0.10046414486443253,0.3419998554347206,100082.14
9107,15663650,Russell,698,Germany,Male,52,10,107304.39,3,1,0,28806.32,1,2400.5266666666666,100822.12,1.0642941251384122,0.18625147189922212,0.48570913365674484,35768.13
9108,15617434,Yen,655,Spain,Male,38,9,0.0,1,0,1,90490.33,0,7540.860833333333,316716.155,0.0,0.0,0.14181818181818182,0.0
9109,15622470,Yeh,772,Spain,Male,41,10,96032.22,1,1,1,75825.57,0,6318.797500000001,265389.495,0.3618538857387705,0.06332443000428482,0.18428076745018931,96032.22
9110,15703682,Kalinina,681,Spain,Male,33,10,0.0,1,0,0,158336.36,0,13194.696666666665,554177.26,0.0,0.0,0.12290909090909091,0.0
9111,15727391,Collier,688,Germany,Male,29,9,144553.5,2,1,0,143454.95,0,11954.579166666668,502092.32500000007,0.2879022299335087,0.05038289023836402,0.21930371786974368,72276.75
9112,15711062,Thomas,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0,9773.290833333334,410478.215,0.20993272444434108,0.03673822677775969,0.23181946718481206,43086.405
9113,15567339,Shaw,735,France,Male,73,9,0.0,1,1,1,114283.33,0,9523.610833333334,399991.655,0.0,0.0,0.08363636363636363,0.0
9114,15760662,Francis,521,Germany,Female,29,2,87212.8,1,1,1,994.86,0,82.905,3482.01,1.5,2.0,1.2892727272727273,87212.8
9115,15605737,George,541,France,Male,36,5,0.0,2,1,0,124795.84,0,10399.653333333334,436785.44,0.0,0.0,0.22472727272727272,0.0
9116,15692977,Ikenna,612,Germany,Female,36,2,130700.92,2,0,0,77592.8,0,6466.066666666667,271574.8,0.4812704271530348,0.0842223247517811,0.3427387346623539,65350.46
9117,15672082,Schatz,562,France,Male,62,3,0.0,2,1,0,105986.01,0,8832.1675,370951.035,0.0,0.0,0.20945454545454548,0.0
9118,15600280,Tao,703,France,Female,32,6,0.0,2,0,0,33606.52,0,2800.543333333333,117622.81999999999,0.0,0.0,0.10690909090909091,0.0
9119,15804052,Scott,710,Spain,Male,23,6,0.0,2,1,1,134188.11,0,11182.342499999999,469658.38499999995,0.0,0.0,0.10181818181818181,0.0
9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1,13309.855833333333,559013.945,0.30647890188141913,0.05363380782924835,0.1945792674586548,171325.98
9121,15796838,Chibugo,703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0,7095.731666666667,298020.73,0.3118270329718339,0.054569730770070934,0.21682812003166235,92930.92
9122,15693526,Ku,618,France,Female,40,0,0.0,1,1,0,119059.13,0,9921.594166666668,416706.955,0.0,0.0,0.16872727272727273,0.0
9123,15748595,Stanton,689,France,Female,29,1,77556.79,2,1,1,122998.26,0,10249.855,430493.91,0.1801576937522763,0.03152759640664836,0.18059649613858647,38778.395
9124,15679029,Kung,718,France,Male,33,7,102874.28,1,0,0,117841.06,0,9820.088333333333,412443.70999999996,0.24942623079401552,0.04364959038895271,0.18392274635489045,102874.28
9125,15753639,Gibson,608,France,Male,37,5,146093.39,2,0,0,160593.41,0,13382.784166666666,562076.935,0.25991706989364366,0.04548548723138764,0.2676207671375094,73046.695
9126,15604138,Iheanacho,749,Spain,Male,34,2,0.0,1,0,0,174189.04,1,14515.753333333334,609661.64,0.0,0.0,0.07345454545454545,0.0
9127,15666095,Costa,753,Spain,Male,51,4,79811.72,2,0,1,68260.27,1,5688.355833333334,238910.945,0.33406472859583725,0.058461327504271514,0.1883032713754872,39905.86
9128,15643487,Sal,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1,4904.573333333333,205992.08,0.512028132343729,0.08960492316015259,0.34048991665116446,105473.74
9129,15764033,Lin,693,Germany,Female,43,1,121927.92,1,1,0,87994.95,1,7332.912499999999,307982.325,0.3958925889659414,0.06928120306903977,0.25373395579231256,121927.92
9130,15747288,Ferri,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1,12554.945833333333,527307.725,0.11695483884670949,0.020467096798174163,0.04995385342073782,61671.19
9131,15790599,Yin,756,Germany,Female,39,5,149363.12,2,1,1,109098.39,0,9091.5325,381844.365,0.39116229985481127,0.06845340247459197,0.20624834706245732,74681.56
9132,15737705,Avdeyeva,775,France,Female,27,4,152309.37,1,1,0,104112.0,0,8676.0,364392.0,0.4179822004873872,0.07314688508529277,0.20188418021725854,152309.37
9133,15737194,Tu,635,France,Female,33,5,0.0,2,1,0,122949.71,0,10245.809166666668,430323.98500000004,0.0,0.0,0.15636363636363637,0.0
9134,15726776,Donnelly,705,Spain,Male,36,1,111629.29,1,1,1,21807.16,0,1817.2633333333333,76325.06,1.4625509629471631,0.25594641851575356,0.6210037598934204,111629.29
9135,15804357,Loggia,481,France,Male,40,3,0.0,1,1,1,32319.93,0,2693.3275,113119.755,0.0,0.0,0.26836363636363636,0.0
9136,15664432,Chao,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1,15871.489166666666,666602.5449999999,0.14445906443396495,0.025280336275943862,0.1403763656675181,96296.78
9137,15688984,Belonwu,595,France,Male,20,4,95830.43,1,1,0,177738.98,0,14811.581666666667,622086.43,0.15404680986209582,0.026958191725866772,0.23975604593093422,95830.43
9138,15583026,Welch,535,France,Female,38,0,135919.33,1,1,0,80425.65,0,6702.1375,281489.77499999997,0.48285707713539505,0.08449998849869413,0.39929802878113585,135919.33
9139,15771668,Henderson,578,France,Male,59,10,185966.64,1,0,0,9445.42,1,787.1183333333333,33058.97,1.5,0.9844275850094543,0.9431464573210181,185966.64
9140,15779904,Yobanna,597,France,Female,29,5,0.0,2,1,1,174825.57,0,14568.7975,611889.495,0.0,0.0,0.18400000000000002,0.0
9141,15784323,Gallo,449,France,Female,21,7,0.0,2,0,0,175743.92,0,14645.326666666668,615103.7200000001,0.0,0.0,0.29163636363636364,0.0
9142,15756277,Wilson,850,Germany,Female,43,8,92244.83,2,1,0,54949.73,0,4579.144166666667,192324.05500000002,0.4796323060056112,0.08393565355098195,0.16907038786697792,46122.415
9143,15663312,Marino,494,France,Female,35,9,112727.06,2,1,0,183752.91,0,15312.7425,643135.185,0.1752773952182386,0.030673544163191756,0.32069437272352,56363.53
9144,15793197,Bailey,676,France,Female,34,8,100359.54,1,0,0,46038.28,0,3836.523333333333,161133.97999999998,0.6228328748535846,0.1089957530993773,0.3460940429313431,100359.54
9145,15731463,Gboliwe,818,Germany,Male,43,10,105301.5,1,1,1,78941.59,0,6578.465833333333,276295.565,0.3811190382299477,0.06669583169024086,0.15761718824878385,105301.5
9146,15621768,Chukwuhaenye,712,Spain,Male,45,6,112994.65,1,0,0,198398.68,0,16533.22333333333,694395.38,0.16272379289159442,0.028476663756029023,0.1577237733579234,112994.65
9147,15691323,Bianchi,672,Germany,Male,40,4,89025.88,2,1,0,188892.19,0,15741.015833333333,661122.665,0.1346586416001938,0.023565262280033923,0.17692171661861378,44512.94
9148,15781326,Ford,636,France,Male,35,9,95478.17,1,0,0,169286.74,0,14107.228333333333,592503.59,0.1611436143365815,0.028200132508901764,0.21243948769000864,95478.17
9149,15595640,Rizzo,698,France,Male,37,8,0.0,2,0,0,145004.39,0,12083.699166666667,507515.36500000005,0.0,0.0,0.11054545454545456,0.0
9150,15814331,Lung,597,Germany,Female,43,7,119127.46,2,1,0,55809.92,0,4650.826666666667,195334.72,0.6098632132577353,0.10672606232010368,0.39897678267335174,59563.73
9151,15602030,Ramirez,717,France,Male,28,4,128206.79,1,1,1,54272.12,0,4522.676666666667,189952.42,0.6749415985329378,0.11811477974326412,0.3346441862101333,128206.79
9152,15747974,Sabbatini,614,France,Male,49,1,0.0,2,1,0,192440.54,0,16036.711666666668,673541.89,0.0,0.0,0.17163636363636364,0.0
9153,15611315,Ts'ao,708,Germany,Female,23,4,71433.08,1,1,0,103697.57,0,8641.464166666667,362941.495,0.19681706551630312,0.03444298646535305,0.17265074286722412,71433.08
9154,15636977,Trevisan,507,Germany,Male,36,9,118214.32,3,1,0,119110.03,1,9925.835833333333,416885.105,0.2835657081103917,0.049623998919318554,0.34941145756345854,39404.77333333334
9155,15690337,Chinwenma,581,France,Female,27,5,102258.11,2,1,0,194681.6,0,16223.466666666667,681385.6,0.15007377614085182,0.02626291082464907,0.2485373697260139,51129.055
9156,15680666,Berry,579,Spain,Female,39,2,151963.26,2,1,0,158948.63,0,13245.719166666668,556320.2050000001,0.27315790193167616,0.047802632838043334,0.29337906952182496,75981.63
9157,15679551,Colombo,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1,13760.2125,577928.9249999999,0.28336501759277755,0.04958887807873607,0.3515225323378177,163764.84
9158,15778915,Harris,737,France,Female,32,7,128551.36,2,0,1,189402.71,0,15783.559166666666,662909.485,0.19391992860081042,0.033935987505141825,0.15053859301360387,64275.68
9159,15568849,Bryan,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0,13168.964166666667,553096.495,0.21363133027989992,0.03738548279898248,0.3007595893782102,118158.74
9160,15747762,Chigozie,609,France,Male,32,7,118520.41,1,0,0,3815.48,0,317.95666666666665,13354.18,1.5,1.5531520280541375,1.0912183356889684,118520.41
9161,15753679,Mullawirraburka,778,France,Male,24,4,0.0,2,1,1,162809.2,0,13567.433333333334,569832.2000000001,0.0,0.0,0.05236363636363637,0.0
9162,15750049,Steele,621,France,Male,40,10,163823.37,1,0,0,89519.47,0,7459.955833333333,313318.145,0.5228658876427345,0.09150153033747853,0.35085567993951844,163823.37
9163,15606097,Zakharov,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,1,2097.1133333333332,88078.76000000001,1.1860927651570026,0.20756623390247547,0.5526431542632979,104469.58
9164,15802368,Ch'eng,608,France,Female,47,6,0.0,1,1,1,126012.57,0,10501.0475,441043.995,0.0,0.0,0.17600000000000002,0.0
9165,15767488,Berry,680,Spain,Male,36,7,0.0,2,1,0,20109.21,0,1675.7675,70382.235,0.0,0.0,0.12363636363636364,0.0
9166,15669946,Jen,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0,4854.769166666667,203900.30500000002,0.6950792937754555,0.12163887641070473,0.38101545105584805,141726.88
9167,15612103,Wang,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1,14355.7675,602942.235,0.2286337761692876,0.04001091082962533,0.24277522428149206,137852.96
9168,15645353,Chubb,607,France,Male,26,1,0.0,1,1,0,29818.2,0,2484.85,104363.7,0.0,0.0,0.17672727272727273,0.0
9169,15650018,Chen,681,France,Female,43,8,154100.3,1,0,0,114659.81,0,9554.984166666667,401309.33499999996,0.3839938086663247,0.06719891651660681,0.2582669084639704,154100.3
9170,15659002,Mazzanti,766,France,Female,45,6,0.0,2,0,0,147184.74,0,12265.394999999999,515146.58999999997,0.0,0.0,0.0610909090909091,0.0
9171,15616028,T'ao,694,France,Male,30,2,0.0,3,0,1,15039.41,0,1253.2841666666666,52637.935,0.0,0.0,0.11345454545454546,0.0
9172,15660475,Ndubueze,411,France,Female,54,9,0.0,1,0,1,76621.49,0,6385.124166666667,268175.215,0.0,0.0,0.3192727272727273,0.0
9173,15652615,Ferri,742,France,Male,39,8,140004.96,1,1,1,92985.78,0,7748.815,325450.23,0.43018854219276476,0.07528299488373383,0.23018691566840413,140004.96
9174,15653572,Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1,500.77250000000004,21032.445,1.5,1.0578070214851387,0.8960693791728144,127132.96
9175,15628059,DeRose,529,France,Male,61,1,0.0,2,1,1,191370.97,0,15947.580833333333,669798.395,0.0,0.0,0.23345454545454547,0.0
9176,15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67,0,15685.472500000002,658789.8450000001,0.1902405766439827,0.03329210091269697,0.3077870759942767,125328.56
9177,15610433,Kwemto,573,France,Male,35,9,0.0,2,1,0,11743.89,0,978.6574999999999,41103.615,0.0,0.0,0.20145454545454547,0.0
9178,15770548,Lucchese,453,Germany,Female,28,3,139986.65,1,1,0,136846.75,0,11403.895833333334,478963.625,0.29226989836649914,0.05114723221413735,0.39175241190146365,139986.65
9179,15645637,Huggins,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,0,13687.360833333332,574869.1549999999,0.20837395598307934,0.03646544229703888,0.11127000130221729,119787.76
9180,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0,12885.945833333333,541209.725,0.19873268167899238,0.034778219293823666,0.18423508847366302,53778.03
9181,15568326,Kenenna,637,France,Female,44,2,0.0,2,1,0,149665.65,0,12472.137499999999,523829.77499999997,0.0,0.0,0.1549090909090909,0.0
9182,15655368,Wheeler,672,France,Male,47,1,0.0,1,0,0,91574.92,0,7631.243333333333,320512.22,0.0,0.0,0.12945454545454546,0.0
9183,15665579,Cartwright,597,France,Female,28,0,142705.95,1,1,0,127233.39,0,10602.7825,445316.865,0.32045934303431334,0.05608038503100485,0.29696191841959546,142705.95
9184,15676091,Iloerika,543,France,Male,42,7,0.0,1,1,1,56650.47,0,4720.8725,198276.64500000002,0.0,0.0,0.2232727272727273,0.0
9185,15716984,Palermo,695,Spain,Female,56,4,0.0,2,1,0,84644.76,0,7053.73,296256.66,0.0,0.0,0.11272727272727273,0.0
9186,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16,0,12353.18,518833.56,0.31149476915101637,0.05451158460142787,0.30325645158027875,80806.97
9187,15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0,16125.241666666667,677260.15,0.1717998615450798,0.030064975770388972,0.2045594511946406,58176.6
9188,15628863,Calabresi,601,France,Male,38,4,60013.81,1,1,1,38020.05,0,3168.3375,133070.17500000002,0.45099369561962316,0.07892389673343407,0.3400661867968262,60013.81
9189,15778192,Nkemdilim,628,Spain,Male,28,4,0.0,2,1,1,176750.81,0,14729.234166666667,618627.835,0.0,0.0,0.16145454545454546,0.0
9190,15793723,Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0,14715.0525,618032.2050000001,0.2334377866279638,0.04085161265989368,0.25901409251362995,72136.035
9191,15798943,Alexander,646,France,Female,46,8,0.0,2,1,0,133059.15,0,11088.262499999999,465707.02499999997,0.0,0.0,0.14836363636363636,0.0
9192,15764708,Chiabuotu,572,France,Male,30,6,117696.67,1,1,0,100843.82,0,8403.651666666667,352953.37,0.3334623777639522,0.05835591610869164,0.31972730634361135,117696.67
9193,15791040,Vasilyeva,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0,2540.3491666666664,106694.665,0.7493777687947191,0.13114110953907585,0.2997920271365021,39977.305
9194,15631512,Schneider,597,France,Female,26,8,149989.39,1,1,0,42330.58,0,3527.5483333333336,148157.03,1.0123676885261537,0.1771643454920769,0.5408596102054691,149989.39
9195,15640106,Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58,0,16109.131666666666,676583.5299999999,0.18377612591308573,0.032160822034789996,0.2371447207479991,124339.9
9196,15710315,Chukwukadibia,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,1,9401.149166666666,394848.26499999996,0.34382676089509984,0.06016968315664247,0.3546534786700682,135759.4
9197,15771535,Tsui,794,Spain,Female,37,9,0.0,2,1,0,68008.85,0,5667.404166666667,238030.97500000003,0.0,0.0,0.04072727272727273,0.0
9198,15611947,Banks,557,France,Male,34,3,83074.0,1,1,0,132673.22,0,11056.101666666667,464356.27,0.1789014284226204,0.03130774997395857,0.2761536626098828,83074.0
9199,15670266,Shih,499,France,Female,28,4,141792.61,1,1,1,22001.91,0,1833.4925,77006.685,1.5,0.32222795657286113,0.8019411142445856,141792.61
9200,15609083,Tretiakova,544,France,Female,26,6,0.0,1,1,0,100200.4,1,8350.033333333333,350701.39999999997,0.0,0.0,0.22254545454545457,0.0
9201,15567923,Barese,739,France,Female,30,6,0.0,1,0,0,122604.44,0,10217.036666666667,429115.54000000004,0.0,0.0,0.08072727272727273,0.0
